Course_Name,Company_Offering,Skills_Gained,Ratings,Number_of_Ratings,Course_Link
Python for Everybody,University of Michigan,"Python (Programming Language), Data Structures, SQL (Programming Language), Extensible Markup Language (XML), Computer Programming, Data Entry, Debugging, Extensible Languages and XML, Geospatial Information and Technology, Geospatial Mapping, JSON, Object Oriented Programming (OOP), Programming Concepts",4.8,270000,https://www.coursera.org/specializations/python
IBM Cybersecurity Analyst,IBM,"Cybersecurity, Cyber Risk, Cyber Threat Intelligence, Firewall, Incident Response, Network Protocols, Cryptography, Endpoint Security, Law, Regulation, and Compliance, Linux, Operating Systems, Payment Card Industry (PCI) Data Security Standards, Penetration Testing, Security Information and Event Management (SIEM), TCP/IP, Application Security, Cyber Security Strategy, Cyber Threat Hunting, Data Loss Prevention, Digital Forensics, Encryption, Endpoint Detection and Response, IT Security Architecture, Identity and Access Management, Intrusion Detection and Prevention, Network Security, Python (Programming Language), System Software, Vulnerability Assessments, Active Directory, Artificial Intelligence, Cloud Computing, Cloud Security, Cyber Security, DataModel, Databases, DevOps, Dynamic Host Configuration Protocol (DHCP), General Data Protection Regulation (GDPR), General Networking, ISO/IEC 27001, Information Technology Infrastructure Library, Mobile Security, Network Troubleshooting, Networking Hardware, Open Web Application Security Project (OWASP), Public Key Infrastructure, Sarbanes Oxley Act (SOX) Compliance, Scripting Languages, Security Controls, Security Engineering, Security Software, Software Development, Systems Administration, Virtualization, Virtualization and Virtual Machines, Vulnerability Scanning",4.6,22000,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst
Finance & Quantitative Modeling for Analysts,University of Pennsylvania,"Financial Analysis, Financial Modeling, Cash Flow Forecasting, Financial Statements, Mathematics and Mathematical Modeling, Microsoft Excel, Probability and Statistics, Regression Analysis, Finance, Simulation and Simulation Software, Spreadsheets",4.5,16000,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts
Introduction to Finance and Accounting,University of Pennsylvania,"Financial Accounting, Financial Analysis, Financial Modeling, Finance, Financial Statements, Mathematics and Mathematical Modeling",4.6,13000,https://www.coursera.org/specializations/finance-accounting
Meta React Native,Meta,"React (web framework), Javascript, Mobile Development, Mobile Development Tools, Web Development, HTML and CSS, Front-End Web Development, Web Development Tools, Application Development, Computer Programming, Programming Principles, User Experience, Web Design, Cross Platform Development, Software Engineering Tools, SQL, Software Engineering, Agile Software Development, Collaboration, Data Management, Human Computer Interaction, Interactive Design, Linux, Product Design, Product Lifecycle, Project Management",4.7,1000,https://www.coursera.org/specializations/meta-react-native
IBM Project Manager,SkillUp EdTech,"Software Engineering, Agile Software Development, Scrum (Software Development), Business Analysis, Communication, Leadership and Management, Project Management, Risk Management",4.8,4000,https://www.coursera.org/professional-certificates/ibm-project-manager
Business and Financial Modeling,University of Pennsylvania,"Business Analysis, Data Analysis, Finance, General Statistics, Probability & Statistics, Financial Analysis, Statistical Analysis, Forecasting, Mathematics, Spreadsheet Software, Statistical Tests, Basic Descriptive Statistics, Data Model, Mathematical Theory & Analysis, Risk Management, Probability Distribution, Decision Making, Investment Management, Accounting, Leadership and Management, Regression, Financial Accounting, Microsoft Excel, Performance Management, Cash Management, General Accounting, Computer Programming",4.5,11000,https://www.coursera.org/specializations/wharton-business-financial-modeling
IT Fundamentals for Cybersecurity,IBM,"Cryptography, Network Security, Linux, Networking Hardware, Security Software, System Software, Cloud Computing, Cyberattacks, Databases, Leadership and Management, Operating Systems, SQL, System Security",4.6,20000,https://www.coursera.org/specializations/it-fundamentals-cybersecurity
Prompt Engineering for ChatGPT,Vanderbilt University,"Creativity, Problem Solving, Writing",4.8,5000,https://www.coursera.org/learn/prompt-engineering
DeepLearning.AI TensorFlow Developer,DeepLearning.AI,"Machine Learning, Tensorflow, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Applied Machine Learning, Human Learning, Computer Programming, Python Programming, Machine Learning Software, Natural Language Processing, Computer Vision, Forecasting, Algorithms, Network Model, Statistical Machine Learning, Statistical Analysis",4.7,25000,https://www.coursera.org/professional-certificates/tensorflow-in-practice
Natural Language Processing,DeepLearning.AI,"Machine Learning, Natural Language Processing, Python Programming, Statistical Programming, Artificial Neural Networks, Probability & Statistics, Statistical Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, General Statistics, Mathematics",4.6,6000,https://www.coursera.org/specializations/natural-language-processing
Meta Android Developer,Meta,"Mobile Development, Computer Programming, React (web framework), Mobile Development Tools, Application Development, Software Engineering, Android Development, Other Programming Languages, Web Development, User Experience, Algorithms, Computer Science, Front-End Web Development, Javascript, Programming Principles, Cloud API, Collaboration, Communication, Cross Platform Development, Data Management, Data Structures, Databases, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, SQL, Software Architecture, Software Engineering Tools, Swift Programming, Web Design",4.6,3000,https://www.coursera.org/professional-certificates/meta-android-developer
Meta iOS Developer,Meta,"Mobile Development, Swift Programming, iOS Development, Computer Programming, Mobile Development Tools, React (web framework), Application Development, Software Engineering, Data Structures, User Experience, User Experience Design, Web Development, Computer Programming Tools, Software Engineering Tools, Front-End Web Development, Algorithms, Computer Science, Interactive Design, Javascript, Collaboration, Communication, Cross Platform Development, Data Management, Django (Web Framework), Human Computer Interaction, Linux, Problem Solving, Product Design, Software Architecture, Web Design",4.6,6000,https://www.coursera.org/professional-certificates/meta-ios-developer
Foundations of User Experience (UX) Design,Google,"User Experience, User Experience Design, User Research, Product Development",4.8,64000,https://www.coursera.org/learn/foundations-user-experience-design
Project Initiation: Starting a Successful Project,Google,"Project Management, Strategy and Operations, Collaboration, Communication, Leadership and Management, Planning",4.8,19000,https://www.coursera.org/learn/project-initiation-google
Ask Questions to Make Data-Driven Decisions,Google,"Business Communication, Data Analysis, Spreadsheet Software, Big Data, Communication, Leadership and Management, Problem Solving, Small Data",4.7,30000,https://www.coursera.org/learn/ask-questions-make-decisions
Play It Safe: Manage Security Risks,Google,"Audit, Computer Security Incident Management, Leadership and Management, Risk Management",4.8,6000,https://www.coursera.org/learn/manage-security-risks
Meta Back-End Developer,Meta,"Python Programming, Databases, HTML and CSS, SQL, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, React (web framework), Software Testing, Web Development, Application Development, Back-End Web Development, Cloud API, Cloud Computing, Cloud Infrastructure, Collaboration, Communication, Computer Programming, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, DevOps, Django (Web Framework), Front-End Web Development, Full-Stack Web Development, Javascript, Kubernetes, Linux, Problem Solving, Semantic Web, Software Engineering, Software Engineering Tools, Statistical Programming, Tensorflow, Web Design, Web Development Tools",4.7,2000,https://www.coursera.org/professional-certificates/meta-back-end-developer
HRCI Human Resource Associate,HRCI,"Benefits, Compensation, Employee Relations, Leadership and Management, Mergers & Acquisitions, Performance Management, Recruitment, Risk Management, Training",4.8,771,https://www.coursera.org/professional-certificates/hrci-human-resource-associate
Google Business Intelligence,Google,"Business Intelligence, Data Analysis, Data Management, Data Model, Data Visualization, Extract, Transform, Load, Leadership and Management, Strategy, Tableau Software",4.7,4000,https://www.coursera.org/professional-certificates/google-business-intelligence
Financial Markets,Yale University,"Finance, Investment Management, Risk Management, Banking, Behavioral Economics, Critical Thinking, Decision Making, Financial Analysis, Innovation, Regulations and Compliance, Leadership and Management",4.8,27000,https://www.coursera.org/learn/financial-markets-global
SAP Technology Consultant,SAP,"Leadership and Management, Strategy and Operations, Cloud-Based Integration, Business Analysis, Business Transformation, Business Process Management, Cloud Applications, Strategy, Customer Analysis, Planning, Project Management, Business Intelligence, Software As A Service, Supply Chain and Logistics, Cloud Standards, Cloud Computing, Network Architecture, Software Architecture, System Software, Communication",4.7,682,https://www.coursera.org/professional-certificates/sap-technology-consultant
